ProfUIN,ProfName,DepartmentName,Age,Gender
7927,Vincent Lawless,ECE,66,Male
7928,Raymond Orlikowski,ART,65,Male
7929,Phillis Dale,PHYS,51,Male
7930,Janie Ennis,CSCE,61,Female
7931,Nicole Clapp,BIO,58,Female
7932,Jose Necaise,ASTR,47,Male
7933,Fred Mazzotta,BIO,38,Male
7934,Joan Thomas,ECON,28,Male
7935,Martin Wicker,HIST,58,Male
7936,Emil Breslin,HIST,54,Female
7937,Forest Hughes,ASTR,28,Female
7938,Salvatore Locklear,MATH,42,Female
7939,Eunice Dennis,MATH,46,Female
7940,Elayne Rago,ASTR,58,Male
7941,Paul Guerrero,ENG,39,Male
7942,Kay Beaupre,PHYS,70,Male
7943,Michelle Dathe,MATH,42,Male
7944,Heather Sullivan,PSY,68,Male
7945,Kevin Duffy,HIST,30,Male
7946,Heather Few,ASTR,57,Male
7947,Ernest Turner,BIO,29,Male
7948,Leroy Levitsky,PHIL,39,Male
7949,Amy Houge,PSY,38,Male
7950,Pearl Sayle,ECE,66,Male
7951,Manuel Perez,PHIL,67,Female
7952,Ronald Smith,ENG,45,Male
7953,Adam Carrion,ECE,40,Male
7954,Lisa Sano,PHIL,57,Male
7955,Kenneth Baranoski,ECON,69,Male
7956,Gabriella Vasmadjides,ASTR,62,Female
7957,Mathew Woods,STAT,45,Male
7958,John Valdez,BIO,68,Female
7959,Tammy Evans,ECON,35,Female
7960,Justin Hall,ENG,36,Male
7961,Robert Mcintyre,PHIL,38,Female
7962,Laverne Snyder,PHYS,49,Female
7963,Ben Halas,CHEM,51,Male
7964,Virginia Sullivan,CHEM,64,Male
7965,John Leonard,STAT,56,Female
7966,Ruby Wallace,MATH,67,Female
7967,Juan Johnson,CSCE,52,Female
7968,Frank Thomas,PHIL,63,Female
7969,Mike Hill,MUS,69,Female
7970,Kenneth Goldbeck,PHYS,55,Male
7971,Stanley Kozak,MUS,46,Male
7972,Jame Feuer,BIO,59,Male
7973,Cornelia Brown,ART,38,Male
7974,Mabel Demars,CHEM,54,Male
7975,Richard Rush,STAT,56,Female
7976,Otis Scott,PSY,68,Female
7977,Diane Phu,ASTR,60,Female
7978,Florence Johnson,ENG,34,Female
7979,Sally Hedgepeth,ECON,57,Male
7980,Robert Wallace,CSCE,60,Female
7981,Julie Dugger,ECE,57,Female
7982,David May,ENG,53,Female
7983,Gail Powell,ECON,31,Male
7984,Anne Smith,PHYS,62,Female
7985,Stephen Miner,ENG,27,Female
7986,Marcus Frame,STAT,34,Female
7987,Merle Booker,ECE,62,Male
7988,Mary Rousse,CHEM,26,Male
7989,Lawrence Myers,CHEM,70,Female
7990,Quintin West,ASTR,42,Female
7991,Matthew Williams,ECON,60,Male
7992,Pete Morales,ENG,56,Male
7993,Patsy Hinnenkamp,MATH,27,Female
7994,Martha Beegle,ART,66,Male
7995,Andrea Winkler,CHEM,57,Female
7996,Donna Mercado,PSY,30,Male
7997,Virginia Spangle,MUS,34,Female
7998,April Huckaby,PHIL,65,Male
7999,Xavier Cox,CSCE,37,Female
8000,Andrew Holmes,PHYS,53,Female
8001,Sherry Schier,MUS,41,Male
8002,Shelby Pace,HIST,48,Female
8003,Jacqueline Cordano,ECON,66,Female
8004,Lawrence Flores,MUS,69,Male
8005,Emily Licursi,ENG,36,Male
8006,Camilla Mccaffrey,BIO,64,Female
8007,Adriana Cone,CSCE,50,Male
8008,Theresa Mercado,ENG,28,Female
8009,Malik Manery,ASTR,36,Female
8010,Laurence Cruz,HIST,31,Female
8011,Brittany Williams,HIST,31,Male
8012,Jean Davis,MUS,65,Male
8013,Jared Smith,BIO,53,Male
8014,Rebecca Bell,ART,68,Male
8015,Ralph Wingate,CHEM,63,Male
8016,Alberto Ruby,PHIL,55,Female
8017,William Jones,CHEM,64,Female
8018,Julianna Brousseau,ECON,54,Female
8019,Rita Jackson,ECE,28,Female
8020,James Manning,PHIL,56,Male
8021,Daniel Blasko,HIST,25,Male
8022,Bobby Devit,PHIL,32,Male
8023,Lanny Beall,HIST,63,Female
8024,Jose Cuellar,ECON,26,Female
8025,Lillian Mcpartland,CSCE,60,Male
8026,Joanna Stegman,ECON,39,Male
8027,Wendy Reed,STAT,36,Female
8028,Juan Bledsoe,CHEM,62,Male
8029,Elsie Rodriguez,BIO,25,Female
8030,Claire Lambert,ECE,47,Female
8031,Victoria Bibbs,ART,43,Female
8032,Trudy Cotto,ASTR,42,Male
8033,Jo Hughes,ENG,29,Male
8034,Theodore Hollister,MUS,53,Female
8035,Celestine Flores,MATH,46,Female
8036,Kristen Chasse,MATH,26,Female
8037,Keisha Crawford,CSCE,55,Female
8038,Maura Baxter,HIST,55,Female
8039,Shirley Hayes,PHYS,45,Female
8040,Carlos Thompson,BIO,45,Male
8041,Robert Fay,PSY,48,Male
8042,Stacey Schroeder,ART,55,Male
8043,Philip Steele,PHYS,59,Male
8044,Michael Mildenstein,MATH,59,Female
8045,Nathaniel Chappell,ENG,66,Female
8046,Kristen Spain,PHIL,68,Male
8047,Buddy Judon,CHEM,32,Female
8048,Stacey Deluca,PSY,43,Female
8049,Barbara Sukhu,CHEM,60,Male
8050,Denise Engelke,PSY,44,Female
8051,Carlos Hill,HIST,59,Female
8052,Gail Heinandez,ECE,62,Male
8053,Sherry Mujalli,MATH,66,Male
8054,Latoya Vanlandingham,CSCE,44,Female
8055,Helen Hurley,BIO,47,Female
8056,Daniel Lanham,CSCE,34,Female
8057,Marcellus Mishou,PHIL,25,Male
8058,Joann Begley,PHIL,39,Female
8059,Cori Coward,MUS,28,Female
8060,Michelle Olszewski,ECON,41,Male
8061,James Mcgregor,ENG,48,Male
8062,William Fernandez,CHEM,51,Female
8063,Florance Ross,MATH,50,Female
8064,Mona Simmons,ECE,49,Female
8065,Dorothy Foster,PHYS,50,Female
8066,Drew Sims,PHIL,38,Male
8067,David Delp,MATH,46,Male
8068,Evelyn Feltman,MUS,38,Female
8069,Elizabeth Perry,HIST,66,Male
8070,Dorcas Ray,PHIL,66,Male
8071,Nathaniel Keen,CSCE,35,Female
8072,Francisco Albro,ECE,70,Female
8073,Stephen Frith,ENG,38,Male
8074,Bob Holman,MUS,58,Male
8075,Sarah Bonner,CSCE,67,Male
8076,Anne Coffin,ASTR,64,Male
8077,Noreen Williams,ECE,57,Male
8078,Sarah Mason,MUS,30,Male
8079,Rene Harju,PHIL,34,Female
8080,Donald Wilson,CHEM,44,Female
8081,James Ermitanio,PSY,26,Male
8082,Caprice Exline,ART,40,Male
8083,Louis Robyn,PHYS,57,Female
8084,Jon Ollendick,STAT,26,Male
8085,Mary Battaglia,ECE,39,Female
8086,Robert Mcgriff,PHYS,40,Female
8087,Joseph Tangri,PHYS,32,Female
8088,Tad Vanover,CHEM,58,Male
8089,Daisy Provenzano,MUS,27,Female
8090,Christopher Beckman,ASTR,58,Female
8091,Elizabeth Martinez,ECE,58,Male
8092,Ernestina Magers,ECON,31,Female
8093,Mona Peller,MUS,44,Male
8094,Dennis Rollins,BIO,49,Male
8095,Carrie Svoboda,CHEM,68,Female
8096,Michael Koprowski,MUS,27,Male
8097,Mary Black,ENG,65,Male
8098,Eugene Steed,ENG,32,Male
8099,Victor Romano,ART,70,Female
8100,Willie Smith,MUS,60,Male
8101,Chester Nelson,ART,45,Female
8102,Ernest Thurston,MUS,48,Male
8103,Martin Littlefield,ECE,66,Female
8104,Jennifer Clark,PHIL,32,Male
8105,Norma Williams,ECE,46,Male
8106,Amy Mosher,ECE,52,Male
8107,Samuel Lockett,ECON,38,Female
8108,Dennis Pokswinski,ART,41,Male
8109,Shantel Rosenblatt,CHEM,35,Male
8110,Mark Spencer,ENG,45,Male
8111,Sarina Martinez,PSY,53,Female
8112,Karen Anderson,CHEM,61,Male
8113,Jimmie Crabtree,ECON,31,Male
8114,Caroline Slaughter,BIO,51,Female
8115,Robert Crosswell,PHIL,66,Female
8116,William Aiello,PHIL,67,Female
8117,John Seymore,CSCE,66,Female
8118,Susan Hicks,HIST,26,Female
8119,Alfredo Hartley,PHIL,70,Female
8120,Irene Gilchrist,CHEM,55,Male
8121,Isaac Mason,ART,25,Male
8122,John Culp,PHIL,26,Female
8123,Ruth Carter,ASTR,59,Female
8124,James Woods,HIST,40,Female
8125,Christy Guenther,HIST,34,Female
8126,Ellen Garcia,BIO,25,Male
8127,Frances Mcfall,ENG,54,Female
8128,Henry Cox,BIO,27,Male
8129,Natasha Holley,CHEM,57,Female
8130,Anna Barnett,ECON,61,Male
8131,James Klaver,HIST,30,Male
8132,Arianna Billups,ECON,33,Female
8133,Beatrice Helquist,MATH,60,Male
8134,Jack Swain,MATH,68,Male
8135,Sharon Bird,CSCE,50,Male
8136,Dwight Salinas,ART,53,Female
8137,Adam Richeson,BIO,65,Female
8138,Kristy Parson,ECE,58,Female
8139,Jennifer Olsen,MUS,27,Male
8140,Sonya Lee,ENG,27,Female
8141,Willard Couper,MUS,31,Male
8142,Wanda Cryderman,MUS,42,Male
8143,Deborah Fulker,MUS,42,Male
8144,James Burton,CSCE,58,Male
8145,Kenneth Vogan,PSY,30,Male
8146,Robert Billings,PSY,70,Female
8147,Richard Gonzales,PHIL,57,Male
8148,Greg Jones,STAT,52,Male
8149,Jeremy Worsham,CSCE,27,Male
8150,Julia Carpenter,PHYS,49,Female
8151,Mary Bourgeois,ASTR,29,Male
8152,Kevin Anderson,ENG,39,Female
8153,Jessica Kronenberg,ASTR,70,Female
8154,Justin Howard,HIST,52,Male
8155,Jose Durr,ASTR,34,Female
8156,Guy Hooks,STAT,38,Female
8157,Doris Sanford,HIST,61,Male
8158,Nery Sumpter,CHEM,40,Male
8159,Linda Blasengame,ENG,68,Male
8160,Todd Natcher,CSCE,37,Male
8161,Danny Shaw,HIST,36,Male
8162,Gina Sun,PSY,52,Female
8163,Candice Gonzalez,MUS,26,Male
8164,Christopher Perry,CSCE,68,Male
8165,Lucy Grimmett,HIST,43,Female
8166,Wesley Meszaros,HIST,25,Male
8167,Jeffery Renwick,MUS,62,Male
8168,Bryan Lawson,ART,54,Male
8169,Patricia Knight,ECON,51,Male
8170,Beatrice Logan,ASTR,43,Female
8171,Ann Dudley,ECON,59,Female
8172,Arnold Steward,PSY,43,Male
8173,Jerry Amaral,MATH,54,Female
8174,George Massengale,ECE,52,Male
8175,Aimee Tao,STAT,40,Male
8176,Doris Barfield,ENG,64,Female
8177,Jessica Allen,BIO,69,Female
8178,Herbert Westfall,PHYS,40,Male
8179,Paul Vandestreek,MUS,70,Female
8180,James Macias,PHIL,30,Female
8181,Roger Bednorz,MUS,43,Male
8182,Samantha Turner,HIST,70,Male
8183,Julia Van,PHIL,36,Female
8184,Meagan Westerberg,PHIL,25,Male
8185,Sean Hager,HIST,45,Male
8186,Dorothea Blair,ASTR,38,Male
8187,John Smith,CSCE,67,Male
8188,Thurman Fuller,MUS,70,Female
8189,Michael Flowers,ASTR,47,Female
8190,Dorothy Green,ASTR,44,Male
8191,Mary Cole,BIO,40,Male
8192,Elizabeth Couchman,MUS,66,Female
8193,Daniel Harrison,ECE,56,Female
8194,Monique Overbaugh,CHEM,28,Male
8195,Brent Wold,MATH,47,Female
8196,Edward Guy,ASTR,38,Male
8197,Abraham Harrell,ASTR,51,Female
8198,Jannette Chen,BIO,36,Female
8199,Barbara Densmore,ENG,50,Female
8200,Ingrid Collins,ART,60,Male
8201,Diane Moye,MATH,66,Female
8202,Irma Nahhas,CHEM,56,Male
8203,Michelle Manuel,HIST,41,Female
8204,Thomas Thomas,ASTR,38,Male
8205,Angela Comer,BIO,64,Female
8206,Charles Richardson,HIST,64,Female
8207,Jonathan Lopez,BIO,46,Male
8208,Robert Muzyka,ENG,31,Female
8209,Evelyn Love,ENG,66,Male
8210,Rachel Tang,ASTR,46,Male
8211,Teresita Smith,ART,29,Female
8212,Oscar Meyer,MUS,45,Male
8213,Harold Hornbuckle,CSCE,35,Female
8214,Myrtle Hicks,PHYS,31,Male
8215,Jack Ha,CSCE,68,Female
8216,Christopher Harris,CHEM,30,Female
8217,Sean Yarboro,ART,28,Male
8218,Christina Haigler,ECON,53,Female
8219,Michael Voelker,ECE,34,Male
8220,Natalie Hemmings,HIST,44,Female
8221,John Jacobs,ECE,61,Female
8222,Jeffrey House,ECON,43,Female
8223,Nancy Redner,PHYS,36,Male
8224,Jon Leggio,PHYS,36,Male
8225,Daniel Moss,MUS,48,Female
8226,Dorothea Brown,ECON,63,Male
8227,Henry Lange,PSY,55,Female
8228,Michael Eaton,BIO,38,Male
8229,David Reese,PHIL,53,Female
8230,Debbie Johnson,MATH,29,Male
8231,Etta Weiner,MATH,68,Female
8232,Kristine Morris,HIST,60,Female
8233,James Sturtz,ECE,34,Female
8234,Tyrone Davis,MATH,62,Female
8235,Vera Contreras,STAT,57,Male
8236,William Williams,PSY,40,Female
8237,Emma Schmidt,ART,45,Male
8238,Laurence Welsh,CSCE,35,Female
8239,Allen Moralez,ART,55,Male
8240,Sidney Johnson,PSY,27,Male
8241,Heidi Seguin,PHYS,56,Female
8242,Tomas Demaire,MUS,54,Male
8243,Geraldine Kindt,ENG,29,Male
8244,Damien Goss,ECE,46,Male
8245,Hazel Morrison,BIO,54,Female
8246,Mary Chambers,PHYS,33,Female
8247,Kenneth Bryant,CSCE,52,Female
8248,Edith Borrego,MUS,40,Male
8249,Kimberly Varron,ASTR,30,Female
8250,Tanya Gutirrez,PSY,39,Female
8251,Robin Sheneman,MATH,63,Male
8252,Christopher Brown,ART,32,Female
8253,Lorena Martin,ECON,56,Male
8254,Cara Mccann,MUS,62,Female
8255,David Quasdorf,CHEM,25,Male
8256,Joyce Goodnight,ART,46,Female
8257,Erik Wall,CHEM,63,Female
8258,Ken Duncan,MATH,52,Female
8259,Maria Santiago,PHIL,29,Female
8260,Jonathan Barberio,PHIL,59,Male
8261,Marquis Loomis,ASTR,37,Male
8262,Mike Cooke,ECE,36,Male
8263,Joan Boozer,STAT,54,Male
8264,Charles Clapper,PHYS,61,Male
8265,John Potter,CHEM,32,Female
8266,Ann Jorge,CHEM,52,Male
8267,Vincent Mejia,ASTR,47,Male
8268,Lori Watts,ASTR,46,Male
8269,Sally Dickman,ASTR,48,Female
8270,Linda Cordova,ECON,51,Female
8271,Jonathon Crawford,ART,60,Male
8272,Dorothy Alegria,BIO,52,Male
8273,David William,PSY,29,Male
8274,Robert Owczarzak,ENG,45,Female
8275,Michael Sosa,ECON,62,Male
8276,Abraham Lynn,CSCE,30,Male
8277,Thomas Wile,ENG,25,Male
8278,Susan Raynor,ART,28,Female
8279,James Faler,PHIL,57,Male
8280,Winifred Vasser,STAT,64,Female
8281,James Torres,MUS,43,Female
8282,Lindsey Clevenger,ART,63,Male
8283,David Davis,MUS,64,Female
8284,Alfonso Roberts,MATH,34,Male
8285,Susie Podmore,MUS,32,Female
8286,Janet Reed,ART,40,Male
8287,Shirley Cash,ENG,61,Male
8288,Suzanne Riddle,MATH,31,Male
8289,Joseph Cole,PHIL,50,Male
8290,Latanya Angelovich,ECE,33,Female
8291,Daryl Barry,CSCE,28,Male
8292,Jason Wong,STAT,32,Male
8293,Tiffany Diekmann,PHYS,68,Male
8294,Gary Smith,MUS,58,Female
8295,Alisha Jensen,ENG,41,Male
8296,Jose Leverenz,CSCE,25,Female
8297,Wanda Cooper,HIST,37,Male
8298,Jodi Michel,PHIL,49,Male
8299,Crystal Cox,CHEM,32,Female
8300,Saundra Fleniken,ENG,59,Female
8301,Barbara Mendoza,STAT,53,Female
8302,Roselyn Voorhis,ECON,58,Female
8303,Patrick Allen,HIST,29,Male
8304,Stacy Mitchell,CHEM,44,Female
8305,Thomas Smudrick,PSY,51,Female
8306,Alice Strohmayer,BIO,40,Male
8307,Monica Sousa,HIST,59,Male
8308,John Johnson,MATH,36,Female
8309,Archie Thomas,ART,36,Female
8310,Richard Brucato,ECE,30,Male
8311,Karen Ingham,ART,67,Female
8312,George Offield,MUS,43,Male
8313,Beatrice Green,HIST,58,Male
8314,Thomas Taylor,CHEM,65,Male
8315,Inez Rogriguez,ASTR,67,Female
8316,Bertha Mullins,STAT,61,Female
8317,Thelma Justus,ENG,62,Female
8318,Jessica Devine,BIO,51,Male
8319,Tony Jones,ASTR,26,Female
8320,Mary Pacheco,CSCE,48,Male
8321,Betty Criswell,ART,38,Male
8322,Ralph Toliver,MUS,69,Female
8323,Bobbie Moreno,CHEM,66,Female
8324,Ricardo Black,HIST,59,Female
8325,Laura Baker,PSY,38,Male
8326,Jim Lussier,CSCE,47,Female
8327,John Intrieri,ENG,43,Male
8328,David Wilcox,PSY,46,Male
8329,Geri Smith,HIST,57,Male
8330,Beulah Meneses,ECE,52,Female
8331,Peter Boyer,PHYS,43,Female
8332,Louann Wilshire,ASTR,56,Male
8333,Ramon Luna,CSCE,54,Female
8334,Mark Johnson,MUS,50,Female
8335,Mack Weekley,PHYS,42,Female
8336,Betty Solomon,CSCE,58,Female
8337,Bernard Hoose,ECE,47,Male
8338,Francis Vinck,HIST,26,Male
8339,Michael Trudnowski,HIST,32,Male
8340,Hazel Silva,PSY,54,Female
8341,Sophie Sweeney,ART,47,Male
8342,Allen Harrington,PSY,42,Female
8343,Kathy Christensen,CSCE,70,Female
8344,Kristin Bernstein,PHIL,32,Male
8345,Janice Wood,ENG,37,Female
8346,Patrick Morrow,MATH,67,Female
8347,Thomas Rabenold,MATH,31,Female
8348,Donald Schaffner,ART,56,Female
8349,William Williams,PSY,65,Female
8350,Sharilyn Capps,CHEM,46,Female
8351,John Rosado,MUS,68,Male
8352,Martha Hutchins,PHIL,53,Female
8353,Matthew Mutter,STAT,26,Female
8354,Dorothy Neal,ART,51,Female
8355,Gerald Selby,STAT,28,Female
8356,Samuel Callihan,ECE,60,Male
8357,Lavern Thomas,MATH,26,Female
8358,Devon Reed,CHEM,26,Male
8359,Gabriela Cable,MATH,40,Male
8360,Shannon Du,MUS,34,Female
8361,Tanya Shook,PHIL,25,Female
8362,Kelly Nelson,ENG,52,Female
8363,Mary Hand,MATH,36,Male
8364,Derek Whigham,ART,65,Female
8365,Rosemary Shaw,ECE,47,Female
8366,Luz Turner,CSCE,56,Female
8367,Glenda Mitchell,ENG,59,Female
8368,Florencio Lempke,CSCE,28,Female
8369,Cruz Hiatt,ART,69,Female
8370,Amber Velasquez,MATH,32,Female
8371,Roy Gutierrez,CSCE,61,Male
8372,Russell Adams,ENG,48,Male
8373,Jennifer Agee,ASTR,25,Female
8374,Elise Infante,HIST,36,Female
8375,Margarita Riley,PSY,62,Male
8376,Eddie Smith,PHYS,61,Male
8377,Ronnie Duy,PHIL,27,Female
8378,Jennifer Hamilton,ART,64,Male
8379,John Donohue,ECON,37,Male
8380,Phillip Brougham,MUS,66,Female
8381,Michelle Johnson,PHIL,63,Female
8382,Claude Lopes,ENG,59,Female
8383,Christopher Gray,MUS,58,Male
8384,Todd Hendrickson,ECON,35,Male
8385,Laura Robertson,ECE,58,Female
8386,Rebecca Crowder,PHIL,25,Female
8387,Susan Smith,MUS,60,Female
8388,Jean Acker,PHYS,48,Female
8389,Lelia Duff,ECON,28,Female
8390,Cecil Smith,PHIL,68,Male
8391,Jesse Godine,MATH,27,Male
8392,Victoria Murphy,ART,32,Male
8393,Jerome Hunt,PHYS,45,Male
8394,Juan Frame,ECON,57,Female
8395,Melissa Rodkey,MATH,32,Female
8396,Jillian Campbell,PSY,65,Male
8397,Barbara Hill,ASTR,32,Male
8398,Brian Ghent,ENG,53,Male
8399,Andrew Swann,ENG,36,Female
8400,Jeff Sanderlin,MUS,66,Male
8401,Ester Lewis,ECE,53,Male
8402,Ethel Caldwell,BIO,58,Male
8403,Robert Mckenzie,ASTR,52,Female
8404,Paul Nixon,ART,63,Female
8405,Beth Mcdaniel,STAT,50,Female
8406,Lyman Holm,ASTR,70,Female
8407,Whitney Odum,STAT,66,Male
8408,Kelley Bedgood,CHEM,50,Female
8409,Randy Reynolds,ASTR,41,Male
8410,Helen Davis,ENG,29,Male
8411,Joseph Townsend,HIST,50,Male
8412,Alison Gower,ENG,68,Male
8413,Adela Crum,ASTR,48,Female
8414,Keith Leaming,MUS,61,Female
8415,Lisa Mcrae,PHYS,62,Female
8416,Russell Hamilton,PSY,34,Female
8417,Marie Johnson,ART,38,Female
8418,Edward Rogers,MUS,59,Male
8419,Raymundo Casey,MUS,57,Female
8420,Robert Gould,MATH,57,Female
8421,Kathryn Mccoy,CSCE,37,Female
8422,Holly Ralston,STAT,61,Male
8423,Gilbert Boyd,STAT,59,Male
8424,Elizabeth Hughes,CHEM,43,Female
8425,Kenneth Matthews,PHIL,67,Female
8426,Lorna Jaimes,HIST,46,Female
8427,John Villagomez,MUS,38,Female
8428,Fred Morales,STAT,68,Male
8429,Marshall Shae,ENG,54,Male
8430,Randy Oconnor,ASTR,29,Male
8431,Donald Baldwin,ART,37,Male
8432,Katrina Cervantes,CSCE,26,Male
8433,Sandra Nieves,HIST,58,Male
8434,Melissa Glover,HIST,44,Female
8435,Charity Arnold,BIO,63,Female
8436,Delores Tiscareno,BIO,30,Male
8437,Cecile Mondier,HIST,61,Male
8438,Geraldine Strickland,STAT,32,Male
8439,Maria Paul,HIST,34,Female
8440,Larry Coffey,HIST,46,Male
8441,Karen Barnett,STAT,44,Male
8442,Elsie Mcclane,CSCE,29,Female
8443,Alisha Cruz,ECE,54,Female
8444,Gregg Macmillan,PSY,55,Male
8445,Helen Bianchi,ASTR,43,Male
8446,Leana Cosgrove,HIST,54,Female
8447,Darlene Lawson,STAT,37,Female
8448,Maria Davis,MATH,39,Female
8449,Pamela Beil,PSY,28,Male
8450,Gertrude Dantzler,PHYS,43,Male
8451,Minnie Michaels,MUS,32,Male
8452,Paul Anderson,CHEM,64,Female
8453,Chris Roach,MUS,51,Male
8454,Maxine Boocks,BIO,50,Male
8455,Shannon Lobato,ENG,42,Male
8456,Irene Railsback,MATH,28,Male
8457,Donna Fulton,STAT,66,Male
8458,Cythia Garcia,STAT,36,Female
8459,John Beard,PHIL,40,Female
8460,Robert Morgan,ECE,45,Female
8461,Tommie Hagan,ECON,44,Female
8462,Juan Stanford,PHIL,49,Male
8463,Calvin Cottingham,ENG,42,Female
8464,Lucille Blaylock,ECE,31,Male
8465,Robert Dillard,BIO,62,Male
8466,Curtis Burks,PHIL,64,Male
8467,Lucina Bessel,ECE,32,Male
8468,Richard Swain,MUS,34,Female
8469,Melissa Colon,ENG,31,Female
8470,Elizabeth Roberts,CSCE,50,Female
8471,Lee Gillum,CSCE,46,Male
8472,Lois Webster,HIST,60,Male
8473,Kenneth Souter,ECON,48,Female
8474,Ralph Mele,ECE,33,Female
8475,Dorothy Kay,MATH,36,Male
8476,Richard Wehausen,STAT,62,Female
8477,Amanda Maul,ASTR,52,Female
8478,Scott Vess,ECE,64,Male
8479,Matthew Killebrew,MATH,42,Female
8480,John Martinez,CHEM,60,Female
8481,Brett Jacobs,HIST,70,Male
8482,Lorraine Oliver,ASTR,62,Female
8483,Allan Lafave,PSY,28,Female
8484,Curtis Contreras,ECE,35,Female
8485,Sal Forster,STAT,64,Female
8486,Martha Brahm,MUS,49,Female
8487,Carol Claypoole,ENG,63,Female
8488,Donald Mcmath,PSY,42,Male
8489,Freda Huff,PHIL,37,Female
8490,Cherie Groner,ASTR,49,Female
8491,Gerald Serrano,MATH,62,Female
8492,John Carter,MUS,57,Female
8493,Veronica Marks,ECON,49,Female
8494,Maria Rao,ART,60,Male
8495,Aaron Williams,CHEM,69,Male
8496,Jillian Bevins,STAT,39,Male
8497,Charles Sasso,MATH,25,Female
8498,Tracy Brooks,CHEM,35,Female
8499,Lindsey Washington,BIO,42,Female
8500,Janet Grigg,MUS,37,Male
8501,Tina Barra,ECE,40,Female
8502,Betty Hughes,BIO,56,Female
8503,Weston Pelland,MUS,67,Female
8504,Donald Heath,MUS,58,Male
8505,Carla Parkin,ECE,59,Male
8506,David Carter,PHIL,41,Female
8507,Matthew Lawson,MUS,45,Female
8508,Joesph Devoll,STAT,70,Male
8509,James Phillips,ENG,57,Female
8510,Heather Davis,PSY,43,Male
8511,John Smith,ENG,54,Female
8512,Elizabeth Wright,ECE,52,Female
8513,John Rosado,ASTR,60,Male
8514,James Gage,CHEM,55,Male
8515,Gayle Ehlers,HIST,48,Female
8516,Susan Flinn,CSCE,45,Male
8517,Lloyd Goodale,PHIL,37,Male
8518,Peter Segal,ART,64,Female
8519,Michael West,CHEM,69,Female
8520,Marvin Nitta,ART,33,Male
8521,Roger Cooley,ART,63,Female
8522,Matt Leary,MUS,32,Female
8523,Vanessa Rivera,ENG,64,Female
8524,Angelita Rivera,PHYS,42,Female
8525,Jeremy Wattles,ASTR,68,Male
8526,Louise Ramsey,ENG,66,Female
8527,Jonna Arredondo,MUS,37,Female
8528,Susan Salazar,MATH,51,Female
8529,Michael Norman,ECE,66,Male
8530,Randall Piller,ENG,36,Male
8531,Cheryl Mccrudden,ECE,59,Male
8532,Steven Morrison,STAT,36,Male
8533,Craig Pritchett,ASTR,45,Male
8534,Lawrence Haynes,PSY,52,Male
8535,Lesia Burns,ENG,33,Male
8536,Faustino Sipes,ART,36,Male
8537,Sandra Martin,ECON,55,Female
8538,Zelma Brennan,CHEM,54,Female
8539,Walter Robinson,STAT,40,Female
8540,Joseph Thomas,PSY,70,Female
8541,James Jastrebski,MATH,67,Male
8542,Johnnie Cahee,ECE,54,Male
8543,Polly Washington,CHEM,66,Male
8544,Frank Runyon,CSCE,40,Female
8545,Harry Allen,PHYS,33,Female
8546,Felice Powers,PHIL,56,Male
8547,James Yamaguchi,CSCE,67,Female
8548,Bobby Treloar,ECE,34,Female
8549,Gregory Leef,HIST,59,Male
8550,Vickie Portsche,PHYS,35,Female
8551,William Johns,PHIL,64,Male
8552,Louis Cauthen,PHIL,35,Male
8553,Cynthia Lamontagne,HIST,32,Male
8554,Barbara Gibney,ENG,45,Male
8555,Esther Guinasso,ECE,60,Female
8556,Mark Leister,MUS,35,Male
8557,David Daniels,ENG,60,Female
8558,Frances Rios,HIST,32,Female
8559,Carey Lamberton,PHIL,49,Female
8560,Michael Stevens,PSY,49,Male
8561,Charles Martinez,PHIL,57,Male
8562,Margaret Mclain,PSY,66,Female
8563,Danny Barke,STAT,67,Male
8564,Rhea Burell,MATH,61,Female
8565,Evelyn Silvera,MUS,45,Male
8566,Kelli Hunt,HIST,49,Male
8567,Anna Daigle,CSCE,54,Female
8568,Irene Corbin,ASTR,69,Female
8569,Edward Kapitula,MUS,32,Female
8570,Elizabeth Cooks,ASTR,61,Male
8571,Jennifer Kamen,PSY,39,Male
8572,Ina Franklin,ECON,63,Female
8573,Tyrone Gross,MATH,49,Male
8574,Lawrence Smith,BIO,30,Male
8575,Andrew Bonilla,PHYS,42,Female
8576,Esperanza Frye,ECE,58,Female
8577,Linda Hines,PHYS,68,Female
8578,Anna Hindman,ASTR,36,Female
8579,Ora Carter,BIO,45,Female
8580,Bernice Platt,HIST,27,Female
8581,Daisy Thomas,PHIL,54,Female
8582,Maureen Kay,ECON,70,Female
8583,Deborah Harris,PSY,39,Male
8584,Sherri Colligan,ENG,60,Female
8585,Peggy Switzer,HIST,32,Male
8586,Jonathan Patterson,MATH,28,Female
8587,Carol Wisneski,HIST,29,Female
8588,Francis Sonnier,MUS,52,Male
8589,Jon Mitchell,HIST,67,Female
8590,Stephanie Southwell,MATH,37,Male
8591,William Fowler,PHIL,28,Female
8592,Emery Hastings,MUS,46,Male
8593,Danielle Flora,CSCE,39,Male
8594,Kay Little,PHIL,53,Male
8595,Patricia Yazzie,PHYS,33,Male
8596,Linda Hayes,CHEM,41,Female
8597,Yu Morgan,ENG,61,Male
8598,Gussie Carr,STAT,52,Female
8599,Thomas Ingram,CSCE,58,Male
8600,Ivan Olson,PHYS,45,Female
8601,Kelly Ordway,ENG,61,Female
8602,Amanda Schwab,ECON,30,Male
